EID
2-s2.0-85136738507
2-s2.0-85136626379
2-s2.0-85136459260
2-s2.0-85136103109


2-s2.0-85136084634
2-s2.0-85135955901
2-s2.0-85135939274
2-s2.0-85135816314
2-s2.0-85135809020
2-s2.0-85135735284
2-s2.0-85135234483
2-s2.0-85134589265
2-s2.0-85134170663
2-s2.0-85133783619
2-s2.0-85133540312
2-s2.0-85133489369
2-s2.0-85133486995
2-s2.0-85133284988
2-s2.0-85133253892
2-s2.0-85133237966
2-s2.0-85133008239
2-s2.0-85132858967
2-s2.0-85132816518
2-s2.0-85132703522
2-s2.0-85132628524
2-s2.0-85132617656
2-s2.0-85132616057
2-s2.0-85132082613
2-s2.0-85131948872
2-s2.0-85131942099
2-s2.0-85131929257
2-s2.0-85131925806
2-s2.0-85131918177
2-s2.0-85131832547
2-s2.0-85131509098
2-s2.0-85131378667
2-s2.0-85131147395
2-s2.0-85130625168
2-s2.0-85130466937
2-s2.0-85130232932
2-s2.0-85130142093
2-s2.0-85129939783
2-s2.0-85129644244
2-s2.0-85129223123
2-s2.0-85129177820
2-s2.0-85128784943
2-s2.0-85128748390
2-s2.0-85126934166
2-s2.0-85126794673
2-s2.0-85126646563
2-s2.0-85126525023
2-s2.0-85126274421
2-s2.0-85125550613
2-s2.0-85125532294
2-s2.0-85125483733
2-s2.0-85123814747
2-s2.0-85123685725
2-s2.0-85123535924
2-s2.0-85122729577
2-s2.0-85121529265
2-s2.0-85121522956
2-s2.0-85121288591
2-s2.0-85121286152
2-s2.0-85120305053
2-s2.0-85119670826
2-s2.0-85118864744
2-s2.0-85118831188
2-s2.0-85118307834
2-s2.0-85117367872
2-s2.0-85117137341
2-s2.0-85115271034
2-s2.0-85113165070
2-s2.0-85111504097
2-s2.0-85109093601
2-s2.0-85106186171
2-s2.0-85100705039
2-s2.0-85100560613
2-s2.0-85095813064
2-s2.0-85091727234
2-s2.0-85089987231
2-s2.0-85084799991
2-s2.0-85075147208
2-s2.0-85068742712
2-s2.0-85121972317
2-s2.0-85128478349
2-s2.0-85124433019
2-s2.0-85120693759
2-s2.0-85119036702
2-s2.0-85118363200


2-s2.0-85116883746
2-s2.0-85116879145
2-s2.0-85115115300
2-s2.0-85114257329
2-s2.0-85114187118
2-s2.0-85112802594
2-s2.0-85111958286
2-s2.0-85109775927
2-s2.0-85107362613
2-s2.0-85103996909
2-s2.0-85103995096
2-s2.0-85101050301
2-s2.0-85097925978
2-s2.0-85133365496
2-s2.0-85119503813
2-s2.0-85119300774


2-s2.0-85115659440
2-s2.0-85114739454
2-s2.0-85113705022
2-s2.0-85113702787
2-s2.0-85109950844
2-s2.0-85108358985
2-s2.0-85115660223
2-s2.0-85108295096
2-s2.0-85113739653
2-s2.0-85130310848
2-s2.0-85122681756
2-s2.0-85122660606
2-s2.0-85117133936
2-s2.0-85115720467
2-s2.0-85109295893
2-s2.0-85104465001
2-s2.0-85125353746
2-s2.0-85118429881
2-s2.0-85107616737
2-s2.0-85135767769
2-s2.0-85117797066
2-s2.0-85115648225
2-s2.0-85112827046
2-s2.0-85108707251
2-s2.0-85107286257
2-s2.0-85100551757
2-s2.0-85116496135
2-s2.0-85115115499
2-s2.0-85113674668


2-s2.0-85110663874
2-s2.0-85108088610
2-s2.0-85104499898
2-s2.0-85102977939
2-s2.0-85111612939
2-s2.0-85103926339
2-s2.0-85111135334
2-s2.0-85111106846
2-s2.0-85110519300
2-s2.0-85122047280
2-s2.0-85114012813
2-s2.0-85110014396
2-s2.0-85106069739
2-s2.0-85105692963
2-s2.0-85105358247
2-s2.0-85103579379
2-s2.0-85102151433
2-s2.0-85098651998
2-s2.0-85108798110
2-s2.0-85107988317
2-s2.0-85111559787
2-s2.0-85108897973
2-s2.0-85108427763
2-s2.0-85119570196
2-s2.0-85110769602
2-s2.0-85107538913
2-s2.0-85107355413
2-s2.0-85097886859
2-s2.0-85086345165
2-s2.0-85106220683
2-s2.0-85113673977
2-s2.0-85112461816
2-s2.0-85105944813


2-s2.0-85106432640
2-s2.0-85106034833
2-s2.0-85105416900
2-s2.0-85104900221
2-s2.0-85104152785
2-s2.0-85103232875
2-s2.0-85099797242
2-s2.0-85099602895
2-s2.0-85097781109
2-s2.0-85105404804
2-s2.0-85103821011
2-s2.0-85108080438
2-s2.0-85104899298
2-s2.0-85104531089
2-s2.0-85104025649
2-s2.0-85100081803
2-s2.0-85091733374
2-s2.0-85074440155
2-s2.0-85103624812
2-s2.0-85106024975
2-s2.0-85105998251
2-s2.0-85104369217


2-s2.0-85103197907
2-s2.0-85102905998
2-s2.0-85102216580
2-s2.0-85098942313
2-s2.0-85098128053
2-s2.0-85097468177
2-s2.0-85081038069
2-s2.0-85079373859
2-s2.0-85090923153


2-s2.0-85097478911


2-s2.0-85106206616
2-s2.0-85105950871


2-s2.0-85100006221


2-s2.0-85093689729
2-s2.0-85076862081
2-s2.0-85074475828


2-s2.0-85138485543
2-s2.0-85135465496
2-s2.0-85131858878
2-s2.0-85127946898
2-s2.0-85127759551
2-s2.0-85127232423
2-s2.0-85127058301
2-s2.0-85126144193
2-s2.0-85126139334
2-s2.0-85126125202
2-s2.0-85125757158
2-s2.0-85125063047
2-s2.0-85124687976
2-s2.0-85124557548
2-s2.0-85124409555
2-s2.0-85124392865
2-s2.0-85124344979
2-s2.0-85124248084
2-s2.0-85124217319
2-s2.0-85123985349
2-s2.0-85122940013
2-s2.0-85122937580
2-s2.0-85122895914
2-s2.0-85122511517
2-s2.0-85122119016
2-s2.0-85122068255
2-s2.0-85120356946
2-s2.0-85120353788
2-s2.0-85120323523
2-s2.0-85119993621
2-s2.0-85119820272
2-s2.0-85119719131
2-s2.0-85118653155
2-s2.0-85118607649


2-s2.0-85118459343
2-s2.0-85118454132
2-s2.0-85118435494
2-s2.0-85118201117
2-s2.0-85117637730
2-s2.0-85117101747
2-s2.0-85116570077
2-s2.0-85116354443
2-s2.0-85114558730
2-s2.0-85113308740
2-s2.0-85112593031
2-s2.0-85112078018
2-s2.0-85111887917
2-s2.0-85111769485
2-s2.0-85111734647
2-s2.0-85111610452
2-s2.0-85111068037
2-s2.0-85110429929
2-s2.0-85109942075
2-s2.0-85109919797
2-s2.0-85108535404
2-s2.0-85108332656
2-s2.0-85107621468
2-s2.0-85107243528
2-s2.0-85106633895
2-s2.0-85106437975
2-s2.0-85105905396
2-s2.0-85105436526
2-s2.0-85104723568
2-s2.0-85104461839
2-s2.0-85104445367
2-s2.0-85104275844
2-s2.0-85104202931
2-s2.0-85103597472
2-s2.0-85103135341
2-s2.0-85102596469
2-s2.0-85102512638
2-s2.0-85102445623
2-s2.0-85100614442
2-s2.0-85099082410
2-s2.0-85098768720
2-s2.0-85098619917
2-s2.0-85098191691
2-s2.0-85097421973
2-s2.0-85096700788
2-s2.0-85092406623
2-s2.0-85092313103
2-s2.0-85092192442
2-s2.0-85091831037
2-s2.0-85091364559
2-s2.0-85089888937
2-s2.0-85087560703
2-s2.0-85087560455
2-s2.0-85087078138
2-s2.0-85086927690
2-s2.0-85086001717
2-s2.0-85085962927
2-s2.0-85082403355
2-s2.0-85081318337
2-s2.0-85080884105
2-s2.0-85079289898
2-s2.0-85078608160
2-s2.0-85074342436
2-s2.0-85071161284
2-s2.0-85086719391
2-s2.0-85099112799
2-s2.0-85100024443
2-s2.0-85094647526
2-s2.0-85094644984
2-s2.0-85094642578
2-s2.0-85094632460
2-s2.0-85091795305
2-s2.0-85100296395


2-s2.0-85097494645
2-s2.0-85096575816
2-s2.0-85094971204
2-s2.0-85092917265
2-s2.0-85091488688
2-s2.0-85091291011
2-s2.0-85091203925
2-s2.0-85091201250


2-s2.0-85085021837
2-s2.0-85078776276
2-s2.0-85078616730
2-s2.0-85089965570
2-s2.0-85096596216


2-s2.0-85100349048
2-s2.0-85096709859
2-s2.0-85095947143



2-s2.0-85090935338
2-s2.0-85090361228
2-s2.0-85089504243
2-s2.0-85087454089
2-s2.0-85094981890
2-s2.0-85084089036
2-s2.0-85092527996
2-s2.0-85092284075


2-s2.0-85063395986
2-s2.0-85096314081


2-s2.0-85084107998
2-s2.0-85098614217
2-s2.0-85098594714
2-s2.0-85099646310
2-s2.0-85091051965
2-s2.0-85061826776
2-s2.0-85087935553
2-s2.0-85091184269
2-s2.0-85097024557
2-s2.0-85094957482
2-s2.0-85094880190
2-s2.0-85091127481
2-s2.0-85090794242
2-s2.0-85090295142
2-s2.0-85089915395
2-s2.0-85089491002
2-s2.0-85086073914



2-s2.0-85085371115
2-s2.0-85084970883




2-s2.0-85090555072
2-s2.0-85090806621
2-s2.0-85066037269
2-s2.0-85095748341
2-s2.0-85094100727
2-s2.0-85089855402
2-s2.0-85064001266
2-s2.0-85075497237
2-s2.0-85071716167
2-s2.0-85106664524
2-s2.0-85106585484
2-s2.0-85098523043
2-s2.0-85092057620
2-s2.0-85089895599
2-s2.0-85089693380
2-s2.0-85088830637
2-s2.0-85088811412
2-s2.0-85087917101
2-s2.0-85087619750
2-s2.0-85087133735
2-s2.0-85060714783
2-s2.0-85087413195
2-s2.0-85087491754
2-s2.0-85086848957
2-s2.0-85087398207
2-s2.0-85092270875
2-s2.0-85085091023
2-s2.0-85091191810
2-s2.0-85082147239
2-s2.0-85074457570
2-s2.0-85064753731
2-s2.0-85093855249
2-s2.0-85090112712
2-s2.0-85090032479
2-s2.0-85089438133
2-s2.0-85087902603
2-s2.0-85086754493
2-s2.0-85078977930
2-s2.0-85077471728
2-s2.0-85079812611
2-s2.0-85082297722
2-s2.0-85082168250
2-s2.0-85078896215
2-s2.0-85084290445
2-s2.0-85086376654
2-s2.0-85085639743
2-s2.0-85084598893
2-s2.0-85075748795
2-s2.0-85090187536
2-s2.0-85084253407
2-s2.0-85075417934
2-s2.0-85064667459
2-s2.0-85064515710
2-s2.0-85061200722
2-s2.0-85060629790
2-s2.0-85046425641
2-s2.0-85091104847
2-s2.0-85087086446
2-s2.0-85083660724
2-s2.0-85083538249
2-s2.0-85078822459
2-s2.0-85077879717
2-s2.0-85075426982
2-s2.0-85074834866
2-s2.0-85065311625
2-s2.0-85063255356
2-s2.0-85058862254
2-s2.0-85049138031
2-s2.0-85101963508
2-s2.0-85083397481
2-s2.0-85083158453
2-s2.0-85081935349
2-s2.0-85076741263
2-s2.0-85076454228
2-s2.0-85076051983
2-s2.0-85041678590
2-s2.0-85081609918
2-s2.0-85076847499
2-s2.0-85079361892
2-s2.0-85079833294
2-s2.0-85079573488
2-s2.0-85079094027
2-s2.0-85079064643
2-s2.0-85077062891
2-s2.0-85076846833
2-s2.0-85076826764
2-s2.0-85076826444
2-s2.0-85074946049
2-s2.0-85073496598
2-s2.0-85070497901
2-s2.0-85069050337
2-s2.0-85065021449
2-s2.0-85076096651
2-s2.0-85078005945
2-s2.0-85077403365
2-s2.0-85082421268
2-s2.0-85071363512
2-s2.0-85066108604
2-s2.0-85047998939
2-s2.0-85143847166
2-s2.0-85127218394
2-s2.0-85124748670
2-s2.0-85118194886
2-s2.0-85110376979
2-s2.0-85110316321
2-s2.0-85110263042
2-s2.0-85109250336
2-s2.0-85107306479
2-s2.0-85107295970
2-s2.0-85107293422
2-s2.0-85107289338
2-s2.0-85107273471
2-s2.0-85107269943
2-s2.0-85106175015
2-s2.0-85104230819
2-s2.0-85101939774
2-s2.0-85101578762
2-s2.0-85101554769
2-s2.0-85101539253
2-s2.0-85101510405
2-s2.0-85099884956
2-s2.0-85099361569
2-s2.0-85098103699
2-s2.0-85098075748
2-s2.0-85097223958


2-s2.0-85096321107
2-s2.0-85094625632
2-s2.0-85094610436
2-s2.0-85094146908
2-s2.0-85094126511
2-s2.0-85093887841
2-s2.0-85091516975
2-s2.0-85091125359
2-s2.0-85090853801
2-s2.0-85090788064
2-s2.0-85090760213
2-s2.0-85090602415
2-s2.0-85090571793



2-s2.0-85089316769
2-s2.0-85088747573
2-s2.0-85088577581
2-s2.0-85088483915
2-s2.0-85087841200
2-s2.0-85087818321
2-s2.0-85087758600
2-s2.0-85087400379
2-s2.0-85086466384
2-s2.0-85085735657
2-s2.0-85085451680
2-s2.0-85085270863
2-s2.0-85085269748


2-s2.0-85083279246
2-s2.0-85082957362
2-s2.0-85082939909
2-s2.0-85082725240
2-s2.0-85082315561
2-s2.0-85081171278
2-s2.0-85079694704
2-s2.0-85079271720
2-s2.0-85079208712
2-s2.0-85077622237
2-s2.0-85077529975
2-s2.0-85077526722
2-s2.0-85074055575
2-s2.0-85071544741
2-s2.0-85068533222
2-s2.0-85077324661
2-s2.0-85113914123
2-s2.0-85076684734
2-s2.0-85075689177
2-s2.0-85077265525
2-s2.0-85078704873
2-s2.0-85080893843
2-s2.0-85079610843
2-s2.0-85074038954
2-s2.0-85052647439
2-s2.0-85075688564
2-s2.0-85074418124
2-s2.0-85071538479
2-s2.0-85069939556
2-s2.0-85074584965
2-s2.0-85075212933
2-s2.0-85045743931
2-s2.0-85077744655
2-s2.0-85075512447
2-s2.0-85074656706
2-s2.0-85074441602
2-s2.0-85070489390
2-s2.0-85070318829
2-s2.0-85068902957
2-s2.0-85067863472
2-s2.0-85074336233
2-s2.0-85073725359
2-s2.0-85066961984
2-s2.0-85047658463
2-s2.0-85070814991
2-s2.0-85096993930
2-s2.0-85081928419
2-s2.0-85081894434
2-s2.0-85073783875
2-s2.0-85072920077
2-s2.0-85072903411
2-s2.0-85072144125
2-s2.0-85054739072
2-s2.0-85054326423
2-s2.0-85040984492
2-s2.0-85042126900
2-s2.0-85079661123
2-s2.0-85078017006
2-s2.0-85073802798
2-s2.0-85073793712
2-s2.0-85072257501
2-s2.0-85071652585
2-s2.0-85071032823
2-s2.0-85069858722
2-s2.0-85071731223
2-s2.0-85061506841
2-s2.0-85073075883
2-s2.0-85071280266
2-s2.0-85076969815
2-s2.0-85070687111
2-s2.0-85063620765
2-s2.0-85044145387
2-s2.0-85106548298
2-s2.0-85073163232
2-s2.0-85072977463
2-s2.0-85069657469
2-s2.0-85069550388
2-s2.0-85068445388
2-s2.0-85067085299
2-s2.0-85062720752
2-s2.0-85062402847
2-s2.0-85059939515
2-s2.0-85047941054
2-s2.0-85066246860
2-s2.0-85064883783
2-s2.0-85050797708
2-s2.0-85067821198
2-s2.0-85067787405
2-s2.0-85067786322


2-s2.0-85079777482
2-s2.0-85068502529
2-s2.0-85064154901
2-s2.0-85059043849
2-s2.0-85058864923
2-s2.0-85065843631
2-s2.0-85048360113
2-s2.0-85067269466
2-s2.0-85066427425
2-s2.0-85060024906
2-s2.0-85065883077
2-s2.0-85032509897
2-s2.0-85087829352
2-s2.0-85070082936
2-s2.0-85066113113
2-s2.0-85065044168
2-s2.0-85060475951
2-s2.0-85060228503
2-s2.0-85059129798
2-s2.0-85056744020
2-s2.0-85055058956
2-s2.0-85054455141
2-s2.0-85064267597
2-s2.0-85064344334
2-s2.0-85065515173
2-s2.0-85067859310
2-s2.0-85067189780
2-s2.0-85064883237
2-s2.0-85063761111
2-s2.0-85063565947
2-s2.0-85061101576
2-s2.0-85059175396
2-s2.0-85086397551
2-s2.0-85062887961
2-s2.0-85059911503
2-s2.0-85059694228
2-s2.0-85055875020
2-s2.0-85053262807
2-s2.0-85063489606
2-s2.0-85058690617
2-s2.0-85064089371
2-s2.0-85064038461
2-s2.0-85063748727
2-s2.0-85063639513
2-s2.0-85062972118
2-s2.0-85062238338
2-s2.0-85061631716
2-s2.0-85057111450
2-s2.0-85055624392
2-s2.0-85067785445
2-s2.0-85061969896
2-s2.0-85062969563
2-s2.0-85118420685
2-s2.0-85083947042
2-s2.0-85083946926
2-s2.0-85083944986
2-s2.0-85065766503
2-s2.0-85061940871
2-s2.0-85060768435
2-s2.0-85059583348
2-s2.0-85059474876
2-s2.0-85053080255
2-s2.0-85046151025
2-s2.0-85028624553
2-s2.0-85061736320
2-s2.0-85062221836
2-s2.0-85057023602
2-s2.0-85059817411
2-s2.0-85063809203
2-s2.0-85041094715
2-s2.0-85031410067
2-s2.0-85028544974
2-s2.0-85113336826
2-s2.0-85093358551
2-s2.0-85090171680
2-s2.0-85089589443
2-s2.0-85084239428
2-s2.0-85084022288
2-s2.0-85083628910
2-s2.0-85079049101
2-s2.0-85078994755
2-s2.0-85078744858
2-s2.0-85078449305
2-s2.0-85077850721
2-s2.0-85077635626
2-s2.0-85076540817
2-s2.0-85076003651
2-s2.0-85075661554
2-s2.0-85074674961
2-s2.0-85073798347
2-s2.0-85073388273
2-s2.0-85073368251
2-s2.0-85072895300
2-s2.0-85072879357
2-s2.0-85072786654
2-s2.0-85071673363
2-s2.0-85071508585
2-s2.0-85071461116
2-s2.0-85071324436
2-s2.0-85070654493
2-s2.0-85070602360
2-s2.0-85070379616
2-s2.0-85069654295
2-s2.0-85069222868
2-s2.0-85069196047
2-s2.0-85069190505
2-s2.0-85068333738
2-s2.0-85066021509
2-s2.0-85065777787
2-s2.0-85065500238
2-s2.0-85065209469
2-s2.0-85065206804
2-s2.0-85065135940
2-s2.0-85064950079
2-s2.0-85064931936
2-s2.0-85064680559
2-s2.0-85064628843
2-s2.0-85063783510
2-s2.0-85063490169
2-s2.0-85062361970
2-s2.0-85061347715
2-s2.0-85059517443
2-s2.0-85059007584
2-s2.0-85058987989
2-s2.0-85058669445
2-s2.0-85057545191
2-s2.0-85054473136
2-s2.0-85050739044
2-s2.0-85059353615
2-s2.0-85054040481
2-s2.0-85053074060
2-s2.0-85062385615
2-s2.0-85061260527
2-s2.0-85057580555
2-s2.0-85106242935
2-s2.0-85058786151
2-s2.0-85058784548
2-s2.0-85058645512
2-s2.0-85056588784
2-s2.0-85054773525
2-s2.0-85053436797
2-s2.0-85053408767
2-s2.0-85048885937
2-s2.0-85032329367
2-s2.0-85049090888
2-s2.0-85056651266
2-s2.0-85048949865
2-s2.0-85056127843
2-s2.0-85017437466
2-s2.0-85057959135
2-s2.0-85053294183
2-s2.0-85052684175
2-s2.0-85046792304
2-s2.0-85041611646
2-s2.0-85049514963
2-s2.0-85055321245
2-s2.0-85056772722
2-s2.0-85060015047
2-s2.0-85017157182
2-s2.0-85062299146
2-s2.0-85059542555
2-s2.0-85059531852
2-s2.0-85059510287
2-s2.0-85058098305
2-s2.0-85056718228
2-s2.0-85053153681
2-s2.0-85049072770
2-s2.0-85045036176
2-s2.0-85056583866
2-s2.0-85027519698
2-s2.0-85052139558
2-s2.0-85055536832
2-s2.0-85053136770
2-s2.0-85050680926
2-s2.0-85043684335
2-s2.0-85032674248
2-s2.0-85009951464
2-s2.0-85079596032
2-s2.0-85061747951
2-s2.0-85051420102
2-s2.0-85050082796
2-s2.0-85049847320
2-s2.0-85049647108
2-s2.0-85049307201
2-s2.0-85048508515
2-s2.0-85047434098
2-s2.0-85037072003
2-s2.0-85050953384
2-s2.0-85050758167
2-s2.0-85055486094
2-s2.0-85055525411
2-s2.0-85049831872
2-s2.0-85061040891
2-s2.0-85052195969
2-s2.0-85052194475
2-s2.0-85052824538
2-s2.0-85051665865
2-s2.0-85050140726
2-s2.0-85049878064
2-s2.0-85049792417
2-s2.0-85048003103
2-s2.0-85047084838
2-s2.0-85046829629
2-s2.0-85039786512
2-s2.0-85055559461
2-s2.0-85051940048
2-s2.0-85050983616
2-s2.0-85050654029
2-s2.0-84996671095
2-s2.0-84991035213
2-s2.0-85062384613
2-s2.0-85042944707
2-s2.0-85042136613
2-s2.0-85065915059
2-s2.0-85065906502
2-s2.0-85065903319
2-s2.0-85062170358
2-s2.0-85059636119
2-s2.0-85063305907
2-s2.0-85050411294
2-s2.0-85050392869
2-s2.0-85050373874
2-s2.0-85047820664
2-s2.0-85046866291
2-s2.0-85044620431
2-s2.0-85028377538
2-s2.0-85049212510
2-s2.0-85058464612
2-s2.0-85054375751
2-s2.0-85054145508
2-s2.0-85050919511
2-s2.0-85049570269
2-s2.0-85061429366
2-s2.0-85054144212
2-s2.0-85049201142
2-s2.0-85044043378
2-s2.0-85043459490
2-s2.0-85041661821
2-s2.0-85041598808
2-s2.0-85037995107
2-s2.0-85021834228
2-s2.0-85048246191
2-s2.0-85045636459
2-s2.0-85051439349
2-s2.0-85051421851
2-s2.0-85046035510
2-s2.0-85046011200
2-s2.0-85041590563
2-s2.0-85027517223
2-s2.0-85051420390
2-s2.0-85103311776
2-s2.0-85043782981
2-s2.0-85042729902
2-s2.0-85040099545
2-s2.0-85079709702
2-s2.0-85042279209
2-s2.0-85042934731
2-s2.0-85048851963
2-s2.0-85045763351
2-s2.0-85048156038
2-s2.0-85046471903
2-s2.0-85046004563
2-s2.0-85044456807
2-s2.0-85041535321
2-s2.0-85041201109
2-s2.0-85041181535
2-s2.0-85040718309
2-s2.0-85030764383
2-s2.0-85030752579
2-s2.0-85048765893
2-s2.0-85050862809
2-s2.0-85046266126
2-s2.0-85043698814
2-s2.0-85045730280
2-s2.0-85044104978
2-s2.0-85042639184
2-s2.0-85042162448
2-s2.0-85034241834
2-s2.0-85032664267
2-s2.0-85030321519
2-s2.0-85027693423
2-s2.0-85019670419
2-s2.0-84988942781
2-s2.0-85045675192
2-s2.0-85039872139
2-s2.0-85040108589
2-s2.0-85045270889
2-s2.0-85044149107
2-s2.0-85042566292
2-s2.0-85040050570
2-s2.0-85037985130
2-s2.0-85033433702
2-s2.0-85013104680
2-s2.0-85046259829
2-s2.0-85046282830
2-s2.0-85046260527
2-s2.0-85050469430
2-s2.0-85038823610
2-s2.0-85068194054
2-s2.0-85040312470
2-s2.0-85011019967
2-s2.0-85106803015
2-s2.0-85097436587
2-s2.0-85091344811
2-s2.0-85091284838
2-s2.0-85086058422
2-s2.0-85068649293
2-s2.0-85067970686
2-s2.0-85066977360
2-s2.0-85065938332
2-s2.0-85065502220
2-s2.0-85065482376
2-s2.0-85063498631
2-s2.0-85063261796
2-s2.0-85061380873
2-s2.0-85060701119
2-s2.0-85060396801
2-s2.0-85060107757
2-s2.0-85059828921
2-s2.0-85058538517
2-s2.0-85058336224
2-s2.0-85057152013
2-s2.0-85057087564
2-s2.0-85057079978
2-s2.0-85056771712
2-s2.0-85056589499
2-s2.0-85054549685
2-s2.0-85054100441
2-s2.0-85054085009
2-s2.0-85053187441
2-s2.0-85051109384
2-s2.0-85050003591
2-s2.0-85049948489
2-s2.0-85048730119
2-s2.0-85048466515
2-s2.0-85047931693
2-s2.0-85047663328
2-s2.0-85045911896
2-s2.0-85045656945
2-s2.0-85045243442
2-s2.0-85043599499
2-s2.0-85043364808
2-s2.0-85043354532
2-s2.0-85042465118
2-s2.0-85041435069
2-s2.0-85041082464
2-s2.0-85040743972
2-s2.0-85040660255
2-s2.0-85038369491
2-s2.0-85035747459
2-s2.0-85031804455
2-s2.0-85026637369
2-s2.0-85041949592
2-s2.0-85041943135
2-s2.0-85043283848
